Group,ID,task,profile,selected,tax,emperor,immigrants,childcare,party,age_candidate,gender_candidate,status,temp_Abe
Control,R_2CjgYfLTwdnRJR1,3,2,0,disagree,approve,accept,improve,Komeito,60,female,challenger,80
Control,R_2CjgYfLTwdnRJR1,4,1,1,disagree,deny,accept,not improve,Komeito,30,female,incumbent,80
Control,R_2CjgYfLTwdnRJR1,4,2,0,agree,approve,accept,not improve,JCP,30,female,incumbent,80
Control,R_2CjgYfLTwdnRJR1,5,1,1,disagree,deny,refuse,not improve,CDP,30,female,incumbent,80
Control,R_2CjgYfLTwdnRJR1,5,2,0,agree,deny,accept,not improve,CDP,30,female,incumbent,80
T1_Right,R_2CJLMa6X6A4U6by,1,1,0,agree,deny,accept,improve,Komeito,70,male,incumbent,41
T1_Right,R_2CJLMa6X6A4U6by,1,2,1,disagree,deny,refuse,not improve,LDP,70,male,incumbent,41
T1_Right,R_2CJLMa6X6A4U6by,2,1,0,disagree,approve,accept,improve,JCP,40,male,incumbent,41
T1_Right,R_2CJLMa6X6A4U6by,2,2,1,disagree,approve,refuse,improve,CDP,40,male,incumbent,41
T1_Right,R_2CJLMa6X6A4U6by,3,1,0,disagree,deny,refuse,not improve,CDP,70,male,challenger,41
T1_Right,R_2CJLMa6X6A4U6by,3,2,1,disagree,approve,refuse,improve,JCP,70,male,challenger,41
T1_Right,R_2CJLMa6X6A4U6by,4,1,1,agree,deny,accept,improve,CDP,40,male,incumbent,41
T1_Right,R_2CJLMa6X6A4U6by,4,2,0,agree,approve,refuse,not improve,CDP,40,male,incumbent,41
T1_Right,R_2CJLMa6X6A4U6by,5,1,1,disagree,approve,accept,improve,JCP,50,female,incumbent,41
T1_Right,R_2CJLMa6X6A4U6by,5,2,0,agree,deny,refuse,improve,LDP,50,female,incumbent,41
T2_Left,R_2CJo0gMZxc9JtzT,1,1,1,disagree,deny,accept,improve,LDP,40,male,challenger,100
T2_Left,R_2CJo0gMZxc9JtzT,1,2,0,agree,deny,refuse,not improve,Komeito,40,male,challenger,100
T2_Left,R_2CJo0gMZxc9JtzT,2,1,1,agree,deny,refuse,not improve,CDP,50,male,incumbent,100
T2_Left,R_2CJo0gMZxc9JtzT,2,2,0,agree,approve,accept,improve,CDP,50,male,incumbent,100
T2_Left,R_2CJo0gMZxc9JtzT,3,1,0,disagree,deny,accept,improve,Komeito,60,male,incumbent,100
T2_Left,R_2CJo0gMZxc9JtzT,3,2,1,agree,deny,accept,improve,LDP,60,male,incumbent,100
T2_Left,R_2CJo0gMZxc9JtzT,4,1,0,agree,deny,accept,improve,Komeito,70,female,challenger,100
T2_Left,R_2CJo0gMZxc9JtzT,4,2,1,agree,deny,accept,not improve,Komeito,70,female,challenger,100
T2_Left,R_2CJo0gMZxc9JtzT,5,1,1,agree,deny,accept,not improve,CDP,50,female,challenger,100
T2_Left,R_2CJo0gMZxc9JtzT,5,2,0,disagree,approve,accept,not improve,Komeito,50,female,challenger,100
T3_Right,R_2CKhDBpvNcqEbhj,1,1,0,disagree,deny,accept,not improve,LDP,70,female,challenger,40
T3_Right,R_2CKhDBpvNcqEbhj,1,2,1,disagree,approve,accept,improve,Komeito,70,female,challenger,40
T3_Right,R_2CKhDBpvNcqEbhj,2,1,0,disagree,approve,refuse,not improve,CDP,70,male,incumbent,40
T3_Right,R_2CKhDBpvNcqEbhj,2,2,1,agree,approve,accept,not improve,Komeito,70,male,incumbent,40
T3_Right,R_2CKhDBpvNcqEbhj,3,1,1,agree,approve,refuse,not improve,JCP,70,female,incumbent,40
T3_Right,R_2CKhDBpvNcqEbhj,3,2,0,agree,deny,refuse,not improve,CDP,70,female,incumbent,40
T3_Right,R_2CKhDBpvNcqEbhj,4,1,1,disagree,approve,accept,not improve,Komeito,60,female,challenger,40
T3_Right,R_2CKhDBpvNcqEbhj,4,2,0,agree,deny,refuse,not improve,CDP,60,female,challenger,40
T3_Right,R_2CKhDBpvNcqEbhj,5,1,1,agree,approve,refuse,not improve,LDP,30,female,incumbent,40
T3_Right,R_2CKhDBpvNcqEbhj,5,2,0,agree,approve,accept,not improve,CDP,30,female,incumbent,40
T1_Left,R_2CkvvSlmJdSXhDU,1,1,0,disagree,approve,refuse,not improve,LDP,60,female,challenger,32
T1_Left,R_2CkvvSlmJdSXhDU,1,2,1,agree,deny,refuse,not improve,CDP,60,female,challenger,32
T1_Left,R_2CkvvSlmJdSXhDU,2,1,0,disagree,approve,accept,improve,CDP,50,female,challenger,32
T1_Left,R_2CkvvSlmJdSXhDU,2,2,1,disagree,deny,accept,improve,CDP,50,female,challenger,32
T1_Left,R_2CkvvSlmJdSXhDU,3,1,0,disagree,approve,accept,not improve,JCP,50,female,challenger,32
T1_Left,R_2CkvvSlmJdSXhDU,3,2,1,agree,deny,accept,improve,JCP,50,female,challenger,32
T1_Left,R_2CkvvSlmJdSXhDU,4,1,0,disagree,deny,refuse,improve,LDP,30,male,incumbent,32
T1_Left,R_2CkvvSlmJdSXhDU,4,2,1,disagree,approve,accept,improve,CDP,30,male,incumbent,32
T1_Left,R_2CkvvSlmJdSXhDU,5,1,0,disagree,approve,accept,not improve,JCP,50,female,incumbent,32
T1_Left,R_2CkvvSlmJdSXhDU,5,2,1,agree,approve,refuse,improve,LDP,50,female,incumbent,32
T2_Right,R_2cnnLNDajnRO2Mc,1,1,1,disagree,approve,refuse,improve,JCP,50,male,incumbent,30
T2_Right,R_2cnnLNDajnRO2Mc,1,2,0,disagree,deny,refuse,improve,Komeito,50,male,incumbent,30
T2_Right,R_2cnnLNDajnRO2Mc,2,1,0,agree,deny,accept,improve,JCP,70,female,challenger,30
T2_Right,R_2cnnLNDajnRO2Mc,2,2,1,agree,approve,accept,improve,LDP,70,female,challenger,30
T2_Right,R_2cnnLNDajnRO2Mc,3,1,0,agree,approve,accept,not improve,CDP,60,female,challenger,30
T2_Right,R_2cnnLNDajnRO2Mc,3,2,1,agree,deny,refuse,not improve,LDP,60,female,challenger,30
T2_Right,R_2cnnLNDajnRO2Mc,4,1,1,disagree,deny,refuse,not improve,LDP,60,female,incumbent,30
T2_Right,R_2cnnLNDajnRO2Mc,4,2,0,agree,approve,refuse,not improve,LDP,60,female,incumbent,30
T2_Right,R_2cnnLNDajnRO2Mc,5,1,1,disagree,approve,refuse,improve,JCP,70,male,challenger,30
T2_Right,R_2cnnLNDajnRO2Mc,5,2,0,agree,approve,accept,improve,Komeito,70,male,challenger,30
T3_Left,R_2cnqbaM8vc5U3Qu,1,1,1,agree,deny,accept,not improve,LDP,40,female,incumbent,71
T3_Left,R_2cnqbaM8vc5U3Qu,1,2,0,disagree,approve,refuse,improve,JCP,40,female,incumbent,71
T3_Left,R_2cnqbaM8vc5U3Qu,2,1,1,disagree,deny,refuse,improve,JCP,30,male,incumbent,71
T3_Left,R_2cnqbaM8vc5U3Qu,2,2,0,disagree,approve,accept,improve,CDP,30,male,incumbent,71
T3_Left,R_2cnqbaM8vc5U3Qu,3,1,1,agree,approve,accept,not improve,LDP,40,male,challenger,71
T3_Left,R_2cnqbaM8vc5U3Qu,3,2,0,agree,approve,accept,improve,CDP,40,male,challenger,71
T3_Left,R_2cnqbaM8vc5U3Qu,4,1,0,agree,deny,accept,not improve,JCP,30,female,incumbent,71
T3_Left,R_2cnqbaM8vc5U3Qu,4,2,1,agree,deny,refuse,improve,JCP,30,female,incumbent,71
T3_Left,R_2cnqbaM8vc5U3Qu,5,1,0,agree,deny,accept,not improve,Komeito,70,female,incumbent,71
T3_Left,R_2cnqbaM8vc5U3Qu,5,2,1,agree,approve,refuse,improve,Komeito,70,female,incumbent,71
Control,R_2CNtGBDrOPULBwy,1,1,0,disagree,deny,refuse,improve,JCP,70,male,incumbent,50
Control,R_2CNtGBDrOPULBwy,1,2,1,agree,approve,refuse,improve,CDP,70,male,incumbent,50
Control,R_2CNtGBDrOPULBwy,2,1,0,agree,deny,accept,not improve,JCP,50,female,challenger,50
Control,R_2CNtGBDrOPULBwy,2,2,1,disagree,deny,refuse,improve,LDP,50,female,challenger,50
Control,R_2CNtGBDrOPULBwy,3,1,0,agree,deny,refuse,improve,JCP,70,female,challenger,50
Control,R_2CNtGBDrOPULBwy,3,2,1,disagree,approve,refuse,improve,JCP,70,female,challenger,50
Control,R_2CNtGBDrOPULBwy,4,1,1,disagree,approve,accept,improve,Komeito,30,female,challenger,50
Control,R_2CNtGBDrOPULBwy,4,2,0,disagree,approve,refuse,improve,JCP,30,female,challenger,50
Control,R_2CNtGBDrOPULBwy,5,1,0,disagree,deny,accept,improve,JCP,40,male,challenger,50
Control,R_2CNtGBDrOPULBwy,5,2,1,disagree,approve,accept,improve,CDP,40,male,challenger,50
Control,R_2COok5B8BR910nT,1,1,0,agree,deny,refuse,not improve,JCP,30,female,incumbent,0
Control,R_2COok5B8BR910nT,1,2,1,agree,approve,accept,improve,JCP,30,female,incumbent,0
Control,R_2COok5B8BR910nT,2,1,1,agree,deny,accept,improve,CDP,30,female,incumbent,0
Control,R_2COok5B8BR910nT,2,2,0,disagree,deny,accept,improve,JCP,30,female,incumbent,0
Control,R_2COok5B8BR910nT,3,1,0,agree,approve,refuse,not improve,LDP,70,female,incumbent,0
Control,R_2COok5B8BR910nT,3,2,1,agree,deny,accept,improve,JCP,70,female,incumbent,0
Control,R_2COok5B8BR910nT,4,1,1,disagree,deny,accept,not improve,CDP,30,male,challenger,0
Control,R_2COok5B8BR910nT,4,2,0,agree,approve,accept,improve,LDP,30,male,challenger,0
Control,R_2COok5B8BR910nT,5,1,1,disagree,deny,accept,not improve,CDP,60,male,incumbent,0
Control,R_2COok5B8BR910nT,5,2,0,agree,approve,accept,not improve,JCP,60,male,incumbent,0
Control,R_2CpRSWgsunG9drS,1,1,0,agree,deny,refuse,not improve,LDP,50,male,incumbent,40
Control,R_2CpRSWgsunG9drS,1,2,1,agree,approve,refuse,not improve,LDP,50,male,incumbent,40
Control,R_2CpRSWgsunG9drS,2,1,1,agree,deny,refuse,not improve,CDP,70,male,challenger,40
Control,R_2CpRSWgsunG9drS,2,2,0,agree,approve,accept,improve,LDP,70,male,challenger,40
Control,R_2CpRSWgsunG9drS,3,1,1,disagree,deny,refuse,not improve,LDP,60,female,incumbent,40
Control,R_2CpRSWgsunG9drS,3,2,0,agree,approve,refuse,improve,CDP,60,female,incumbent,40
Control,R_2CpRSWgsunG9drS,4,1,1,agree,approve,accept,improve,CDP,60,female,incumbent,40
Control,R_2CpRSWgsunG9drS,4,2,0,disagree,approve,accept,improve,LDP,60,female,incumbent,40
Control,R_2CpRSWgsunG9drS,5,1,1,disagree,approve,refuse,not improve,CDP,40,male,incumbent,40
Control,R_2CpRSWgsunG9drS,5,2,0,agree,deny,accept,not improve,CDP,40,male,incumbent,40
T3,R_2Cq30O7dQJpTh4O,1,1,0,agree,approve,accept,not improve,CDP,60,female,incumbent,0
T3,R_2Cq30O7dQJpTh4O,1,2,1,agree,deny,refuse,improve,CDP,60,female,incumbent,0
T3,R_2Cq30O7dQJpTh4O,2,1,1,disagree,deny,accept,improve,LDP,60,male,incumbent,0
T3,R_2Cq30O7dQJpTh4O,2,2,0,agree,approve,accept,not improve,Komeito,60,male,incumbent,0
T3,R_2Cq30O7dQJpTh4O,3,1,0,agree,approve,accept,improve,JCP,70,male,challenger,0
T3,R_2Cq30O7dQJpTh4O,3,2,1,agree,approve,refuse,not improve,Komeito,70,male,challenger,0
T3,R_2Cq30O7dQJpTh4O,4,1,0,disagree,approve,accept,not improve,LDP,50,female,challenger,0
T3,R_2Cq30O7dQJpTh4O,4,2,1,agree,approve,accept,improve,CDP,50,female,challenger,0
T3,R_2Cq30O7dQJpTh4O,5,1,1,disagree,deny,refuse,improve,JCP,70,female,incumbent,0
T3,R_2Cq30O7dQJpTh4O,5,2,0,disagree,deny,accept,not improve,JCP,70,female,incumbent,0
T2_Left,R_2Cq52iLn3LP1LgI,1,1,0,agree,deny,accept,not improve,LDP,50,male,incumbent,5
T2_Left,R_2Cq52iLn3LP1LgI,1,2,1,disagree,deny,accept,not improve,JCP,50,male,incumbent,5
T2_Left,R_2Cq52iLn3LP1LgI,2,1,0,agree,approve,refuse,not improve,Komeito,30,male,incumbent,5
T2_Left,R_2Cq52iLn3LP1LgI,2,2,1,agree,approve,accept,improve,LDP,30,male,incumbent,5
T2_Left,R_2Cq52iLn3LP1LgI,3,1,0,agree,approve,refuse,not improve,CDP,60,female,incumbent,5
T2_Left,R_2Cq52iLn3LP1LgI,3,2,1,disagree,deny,refuse,improve,CDP,60,female,incumbent,5
T2_Left,R_2Cq52iLn3LP1LgI,4,1,1,agree,deny,refuse,improve,CDP,40,male,challenger,5
T2_Left,R_2Cq52iLn3LP1LgI,4,2,0,disagree,deny,accept,not improve,Komeito,40,male,challenger,5
T2_Left,R_2Cq52iLn3LP1LgI,5,1,0,disagree,approve,accept,not improve,JCP,50,female,incumbent,5
T2_Left,R_2Cq52iLn3LP1LgI,5,2,1,disagree,approve,accept,improve,CDP,50,female,incumbent,5
T1_Left,R_2CqB9eCp0wPUH9D,1,1,0,disagree,deny,accept,improve,CDP,40,male,incumbent,0
T1_Left,R_2CqB9eCp0wPUH9D,1,2,1,agree,approve,refuse,not improve,Komeito,40,male,incumbent,0
T1_Left,R_2CqB9eCp0wPUH9D,2,1,0,agree,deny,accept,not improve,CDP,50,female,challenger,0
T1_Left,R_2CqB9eCp0wPUH9D,2,2,1,disagree,approve,accept,improve,LDP,50,female,challenger,0
T1_Left,R_2CqB9eCp0wPUH9D,3,1,1,disagree,approve,refuse,improve,JCP,40,female,incumbent,0
T1_Left,R_2CqB9eCp0wPUH9D,3,2,0,disagree,deny,refuse,improve,Komeito,40,female,incumbent,0
T1_Left,R_2CqB9eCp0wPUH9D,4,1,0,agree,deny,accept,not improve,Komeito,30,male,incumbent,0
T1_Left,R_2CqB9eCp0wPUH9D,4,2,1,disagree,approve,accept,improve,CDP,30,male,incumbent,0
T1_Left,R_2CqB9eCp0wPUH9D,5,1,0,agree,deny,refuse,improve,CDP,60,male,challenger,0
T1_Left,R_2CqB9eCp0wPUH9D,5,2,1,disagree,approve,accept,not improve,Komeito,60,male,challenger,0
T3_Right,R_2cqh3SL3XJBRxza,1,1,1,agree,deny,refuse,not improve,LDP,30,female,incumbent,50
T3_Right,R_2cqh3SL3XJBRxza,1,2,0,disagree,approve,refuse,not improve,Komeito,30,female,incumbent,50
T3_Right,R_2cqh3SL3XJBRxza,2,1,1,disagree,approve,accept,not improve,JCP,70,male,challenger,50
T3_Right,R_2cqh3SL3XJBRxza,2,2,0,disagree,deny,accept,improve,LDP,70,male,challenger,50
T3_Right,R_2cqh3SL3XJBRxza,3,1,0,disagree,approve,accept,not improve,CDP,60,male,challenger,50
T3_Right,R_2cqh3SL3XJBRxza,3,2,1,disagree,approve,accept,not improve,LDP,60,male,challenger,50
T3_Right,R_2cqh3SL3XJBRxza,4,1,0,disagree,approve,accept,improve,Komeito,70,male,incumbent,50
T3_Right,R_2cqh3SL3XJBRxza,4,2,1,agree,deny,accept,not improve,LDP,70,male,incumbent,50
T3_Right,R_2cqh3SL3XJBRxza,5,1,1,agree,approve,accept,not improve,JCP,30,female,incumbent,50
T3_Right,R_2cqh3SL3XJBRxza,5,2,0,agree,approve,refuse,improve,LDP,30,female,incumbent,50
Control,R_2Cs7biD4QoKwdAk,1,1,0,agree,deny,refuse,not improve,JCP,70,female,incumbent,6
Control,R_2Cs7biD4QoKwdAk,1,2,1,agree,approve,refuse,improve,Komeito,70,female,incumbent,6
Control,R_2Cs7biD4QoKwdAk,2,1,1,disagree,approve,refuse,not improve,JCP,30,male,challenger,6
Control,R_2Cs7biD4QoKwdAk,2,2,0,disagree,approve,accept,not improve,LDP,30,male,challenger,6
Control,R_2Cs7biD4QoKwdAk,3,1,0,disagree,approve,accept,improve,JCP,70,male,challenger,6
Control,R_2Cs7biD4QoKwdAk,3,2,1,agree,deny,accept,not improve,CDP,70,male,challenger,6
Control,R_2Cs7biD4QoKwdAk,4,1,1,disagree,approve,accept,improve,CDP,50,female,challenger,6
Control,R_2Cs7biD4QoKwdAk,4,2,0,agree,deny,refuse,not improve,CDP,50,female,challenger,6
Control,R_2Cs7biD4QoKwdAk,5,1,1,agree,deny,accept,improve,LDP,30,female,challenger,6
Control,R_2Cs7biD4QoKwdAk,5,2,0,disagree,deny,accept,not improve,CDP,30,female,challenger,6
T1,R_2ctj01N9miS1zF8,1,1,0,disagree,approve,refuse,not improve,JCP,60,female,challenger,73
T1,R_2ctj01N9miS1zF8,1,2,1,disagree,approve,refuse,improve,Komeito,60,female,challenger,73
T1,R_2ctj01N9miS1zF8,2,1,1,agree,deny,refuse,improve,Komeito,30,female,challenger,73
T1,R_2ctj01N9miS1zF8,2,2,0,agree,approve,refuse,not improve,JCP,30,female,challenger,73
T1,R_2ctj01N9miS1zF8,3,1,0,agree,deny,refuse,not improve,JCP,30,female,incumbent,73
T1,R_2ctj01N9miS1zF8,3,2,1,disagree,approve,refuse,improve,Komeito,30,female,incumbent,73
T1,R_2ctj01N9miS1zF8,4,1,1,disagree,approve,refuse,improve,Komeito,70,female,incumbent,73
T1,R_2ctj01N9miS1zF8,4,2,0,disagree,deny,refuse,improve,JCP,70,female,incumbent,73
T1,R_2ctj01N9miS1zF8,5,1,0,agree,approve,accept,not improve,LDP,40,male,challenger,73
T1,R_2ctj01N9miS1zF8,5,2,1,disagree,deny,refuse,improve,LDP,40,male,challenger,73
T2_Left,R_2cvaBnviWsIwruS,1,1,1,agree,deny,refuse,improve,CDP,40,male,incumbent,65
T2_Left,R_2cvaBnviWsIwruS,1,2,0,agree,deny,accept,not improve,CDP,40,male,incumbent,65
T2_Left,R_2cvaBnviWsIwruS,2,1,1,agree,approve,refuse,improve,JCP,50,female,challenger,65
T2_Left,R_2cvaBnviWsIwruS,2,2,0,disagree,approve,accept,not improve,CDP,50,female,challenger,65
T2_Left,R_2cvaBnviWsIwruS,3,1,1,disagree,approve,refuse,improve,LDP,30,male,challenger,65
T2_Left,R_2cvaBnviWsIwruS,3,2,0,agree,approve,refuse,improve,JCP,30,male,challenger,65
T2_Left,R_2cvaBnviWsIwruS,4,1,1,agree,approve,accept,improve,LDP,40,female,incumbent,65
T2_Left,R_2cvaBnviWsIwruS,4,2,0,agree,approve,accept,improve,Komeito,40,female,incumbent,65
T2_Left,R_2cvaBnviWsIwruS,5,1,1,agree,approve,refuse,not improve,JCP,30,male,challenger,65
T2_Left,R_2cvaBnviWsIwruS,5,2,0,agree,deny,accept,not improve,LDP,30,male,challenger,65
T1,R_2cvDyrj785tUsqr,1,1,1,disagree,deny,accept,improve,LDP,60,female,challenger,70
T1,R_2cvDyrj785tUsqr,1,2,0,agree,approve,accept,not improve,JCP,60,female,challenger,70
T1,R_2cvDyrj785tUsqr,2,1,0,agree,deny,refuse,improve,JCP,60,female,incumbent,70
T1,R_2cvDyrj785tUsqr,2,2,1,disagree,approve,refuse,improve,Komeito,60,female,incumbent,70
T1,R_2cvDyrj785tUsqr,3,1,0,disagree,deny,accept,improve,LDP,40,female,incumbent,70
T1,R_2cvDyrj785tUsqr,3,2,1,disagree,approve,refuse,not improve,JCP,40,female,incumbent,70
T1,R_2cvDyrj785tUsqr,4,1,1,disagree,approve,refuse,not improve,CDP,30,female,challenger,70
T1,R_2cvDyrj785tUsqr,4,2,0,agree,deny,refuse,improve,Komeito,30,female,challenger,70
T1,R_2cvDyrj785tUsqr,5,1,1,agree,approve,accept,improve,JCP,40,female,incumbent,70
T1,R_2cvDyrj785tUsqr,5,2,0,agree,deny,accept,improve,LDP,40,female,incumbent,70
T2,R_2Cvt4GgIh789wJs,1,1,1,disagree,deny,refuse,not improve,LDP,70,female,incumbent,50
T2,R_2Cvt4GgIh789wJs,1,2,0,agree,approve,refuse,improve,Komeito,70,female,incumbent,50
T2,R_2Cvt4GgIh789wJs,2,1,0,agree,deny,accept,not improve,Komeito,40,female,challenger,50
T2,R_2Cvt4GgIh789wJs,2,2,1,agree,deny,refuse,improve,CDP,40,female,challenger,50
T2,R_2Cvt4GgIh789wJs,3,1,0,disagree,deny,accept,not improve,CDP,40,female,challenger,50
T2,R_2Cvt4GgIh789wJs,3,2,1,disagree,approve,refuse,improve,JCP,40,female,challenger,50
T2,R_2Cvt4GgIh789wJs,4,1,1,disagree,approve,accept,not improve,JCP,30,male,challenger,50
T2,R_2Cvt4GgIh789wJs,4,2,0,agree,deny,refuse,improve,CDP,30,male,challenger,50
T2,R_2Cvt4GgIh789wJs,5,1,0,agree,approve,accept,improve,CDP,60,female,challenger,50
T2,R_2Cvt4GgIh789wJs,5,2,1,disagree,approve,refuse,not improve,JCP,60,female,challenger,50
T2_Left,R_2CWbTUtCZ8GmFhI,1,1,1,disagree,approve,refuse,improve,LDP,30,male,incumbent,62
T2_Left,R_2CWbTUtCZ8GmFhI,1,2,0,agree,deny,refuse,not improve,JCP,30,male,incumbent,62
T2_Left,R_2CWbTUtCZ8GmFhI,2,1,0,disagree,approve,accept,improve,JCP,70,male,incumbent,62
T2_Left,R_2CWbTUtCZ8GmFhI,2,2,1,agree,deny,refuse,not improve,Komeito,70,male,incumbent,62
T2_Left,R_2CWbTUtCZ8GmFhI,3,1,1,agree,approve,refuse,improve,JCP,50,male,incumbent,62
T2_Left,R_2CWbTUtCZ8GmFhI,3,2,0,agree,deny,accept,improve,LDP,50,male,incumbent,62
T2_Left,R_2CWbTUtCZ8GmFhI,4,1,1,disagree,deny,accept,not improve,Komeito,30,male,challenger,62
T2_Left,R_2CWbTUtCZ8GmFhI,4,2,0,agree,approve,accept,improve,JCP,30,male,challenger,62
T2_Left,R_2CWbTUtCZ8GmFhI,5,1,0,agree,deny,refuse,improve,JCP,70,male,challenger,62
T2_Left,R_2CWbTUtCZ8GmFhI,5,2,1,disagree,deny,refuse,not improve,LDP,70,male,challenger,62
T1_Left,R_2cwiLLQpHAJh1uB,1,1,1,disagree,deny,refuse,not improve,JCP,50,female,incumbent,29
T1_Left,R_2cwiLLQpHAJh1uB,1,2,0,agree,approve,accept,not improve,JCP,50,female,incumbent,29
T1_Left,R_2cwiLLQpHAJh1uB,2,1,1,disagree,deny,refuse,not improve,JCP,70,male,incumbent,29
T1_Left,R_2cwiLLQpHAJh1uB,2,2,0,disagree,deny,accept,improve,LDP,70,male,incumbent,29
T1_Left,R_2cwiLLQpHAJh1uB,3,1,0,agree,approve,accept,improve,Komeito,40,female,challenger,29
T1_Left,R_2cwiLLQpHAJh1uB,3,2,1,agree,approve,refuse,not improve,CDP,40,female,challenger,29
T1_Left,R_2cwiLLQpHAJh1uB,4,1,1,disagree,approve,refuse,improve,Komeito,70,male,challenger,29
T1_Left,R_2cwiLLQpHAJh1uB,4,2,0,agree,deny,accept,not improve,LDP,70,male,challenger,29
T1_Left,R_2cwiLLQpHAJh1uB,5,1,0,agree,deny,accept,improve,CDP,50,female,challenger,29
T1_Left,R_2cwiLLQpHAJh1uB,5,2,1,disagree,approve,refuse,improve,LDP,50,female,challenger,29
T1,R_2CZHZ9ZjNjRdfvE,1,1,0,agree,approve,refuse,not improve,CDP,70,female,challenger,50
T1,R_2CZHZ9ZjNjRdfvE,1,2,1,agree,approve,refuse,improve,CDP,70,female,challenger,50
T1,R_2CZHZ9ZjNjRdfvE,2,1,1,agree,deny,accept,improve,LDP,40,female,incumbent,50
T1,R_2CZHZ9ZjNjRdfvE,2,2,0,disagree,deny,accept,improve,CDP,40,female,incumbent,50
T1,R_2CZHZ9ZjNjRdfvE,3,1,1,agree,approve,refuse,not improve,Komeito,50,male,challenger,50
T1,R_2CZHZ9ZjNjRdfvE,3,2,0,agree,approve,accept,not improve,JCP,50,male,challenger,50
T1,R_2CZHZ9ZjNjRdfvE,4,1,0,disagree,approve,accept,not improve,JCP,50,male,incumbent,50
T1,R_2CZHZ9ZjNjRdfvE,4,2,1,disagree,deny,refuse,not improve,CDP,50,male,incumbent,50
T1,R_2CZHZ9ZjNjRdfvE,5,1,0,disagree,deny,accept,improve,JCP,50,female,incumbent,50
T1,R_2CZHZ9ZjNjRdfvE,5,2,1,disagree,deny,accept,improve,Komeito,50,female,incumbent,50
T2_Left,R_2D1eKYdo04TJmCi,1,1,1,agree,deny,accept,improve,LDP,40,female,incumbent,50
T2_Left,R_2D1eKYdo04TJmCi,1,2,0,disagree,approve,refuse,not improve,LDP,40,female,incumbent,50
T2_Left,R_2D1eKYdo04TJmCi,2,1,1,agree,approve,accept,improve,LDP,50,male,challenger,50
T2_Left,R_2D1eKYdo04TJmCi,2,2,0,agree,deny,refuse,not improve,Komeito,50,male,challenger,50
T2_Left,R_2D1eKYdo04TJmCi,3,1,1,agree,approve,refuse,improve,Komeito,30,male,incumbent,50
T2_Left,R_2D1eKYdo04TJmCi,3,2,0,disagree,approve,refuse,improve,JCP,30,male,incumbent,50
T2_Left,R_2D1eKYdo04TJmCi,4,1,1,disagree,deny,accept,improve,LDP,50,male,incumbent,50
T2_Left,R_2D1eKYdo04TJmCi,4,2,0,disagree,deny,refuse,improve,CDP,50,male,incumbent,50
T2_Left,R_2D1eKYdo04TJmCi,5,1,1,agree,approve,accept,improve,Komeito,70,male,challenger,50
T2_Left,R_2D1eKYdo04TJmCi,5,2,0,agree,deny,refuse,improve,LDP,70,male,challenger,50
T1_Right,R_2D2DiC6gCy08J0w,1,1,0,disagree,approve,refuse,not improve,Komeito,60,female,incumbent,0
T1_Right,R_2D2DiC6gCy08J0w,1,2,1,disagree,deny,refuse,improve,JCP,60,female,incumbent,0
T1_Right,R_2D2DiC6gCy08J0w,2,1,1,agree,deny,refuse,improve,CDP,70,female,challenger,0
T1_Right,R_2D2DiC6gCy08J0w,2,2,0,agree,deny,accept,not improve,LDP,70,female,challenger,0
T1_Right,R_2D2DiC6gCy08J0w,3,1,0,disagree,deny,accept,not improve,CDP,70,male,challenger,0
T1_Right,R_2D2DiC6gCy08J0w,3,2,1,disagree,deny,accept,improve,Komeito,70,male,challenger,0
T1_Right,R_2D2DiC6gCy08J0w,4,1,1,disagree,approve,refuse,improve,CDP,30,female,incumbent,0
T1_Right,R_2D2DiC6gCy08J0w,4,2,0,agree,approve,accept,improve,JCP,30,female,incumbent,0
T1_Right,R_2D2DiC6gCy08J0w,5,1,0,agree,approve,refuse,improve,LDP,40,female,incumbent,0
T1_Right,R_2D2DiC6gCy08J0w,5,2,1,agree,approve,accept,improve,Komeito,40,female,incumbent,0
T3_Right,R_2D5Ed9RgAI8iICt,1,1,1,disagree,deny,refuse,improve,CDP,70,male,challenger,0
T3_Right,R_2D5Ed9RgAI8iICt,1,2,0,agree,approve,accept,improve,LDP,70,male,challenger,0
T3_Right,R_2D5Ed9RgAI8iICt,2,1,0,disagree,deny,refuse,not improve,LDP,60,male,incumbent,0
T3_Right,R_2D5Ed9RgAI8iICt,2,2,1,disagree,deny,accept,not improve,CDP,60,male,incumbent,0
T3_Right,R_2D5Ed9RgAI8iICt,3,1,1,agree,deny,accept,improve,CDP,40,female,challenger,0
T3_Right,R_2D5Ed9RgAI8iICt,3,2,0,disagree,approve,refuse,not improve,JCP,40,female,challenger,0
T3_Right,R_2D5Ed9RgAI8iICt,4,1,0,agree,approve,accept,improve,Komeito,50,male,incumbent,0
T3_Right,R_2D5Ed9RgAI8iICt,4,2,1,disagree,approve,refuse,improve,JCP,50,male,incumbent,0
T3_Right,R_2D5Ed9RgAI8iICt,5,1,1,disagree,deny,refuse,improve,CDP,30,male,challenger,0
T3_Right,R_2D5Ed9RgAI8iICt,5,2,0,agree,deny,accept,not improve,JCP,30,male,challenger,0
T2_Right,R_2D5lDCyLtVOAEZo,1,1,0,disagree,deny,accept,improve,LDP,40,male,challenger,21
T2_Right,R_2D5lDCyLtVOAEZo,1,2,1,disagree,approve,accept,improve,Komeito,40,male,challenger,21
